SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
522165,INDSIL HYD  ,X ,Q,53.75,55.00,51.20,52.15,52.40,53.75,21,1728,90082.00,
522183,ITL INDUSTRS,X ,Q,157.00,163.95,157.00,159.35,158.00,157.35,40,3261,521277.00,
522195,FRONTIER SPR,X ,Q,230.00,244.75,229.50,241.10,241.10,229.05,178,12835,3048984.00,
522205,PRAJ IND.LTD,B ,Q,145.70,148.50,142.80,146.55,146.55,144.95,1318,134036,19559362.00,
522207,RASANDIK ENG,X ,Q,104.40,104.40,94.00,99.35,101.00,97.35,14,663,65961.00,
522215,SWISS GLASS ,X ,Q,180.00,188.70,176.00,178.30,179.20,181.50,43,3406,629519.00,
522217,GUJ APOIND  ,B ,Q,145.00,145.00,136.70,136.95,136.70,142.15,38,96,13316.00,
522229,TANEJA AERO.,X ,Q,31.10,31.95,30.00,31.50,31.85,31.80,83,17715,546995.00,
522231,CONART ENG. ,X ,Q,29.00,31.90,29.00,31.45,31.45,29.00,17,1419,43204.00,
522241,M.M.FORGINGS,B ,Q,515.00,534.95,514.00,526.45,530.00,510.55,94,1989,1039738.00,
522249,MAYUR UNIQ. ,B ,Q,307.00,307.00,299.20,300.15,300.80,312.25,74,956,288907.00,
522251,CENLUB INDUS,X ,Q,72.60,75.60,72.00,73.20,74.00,74.05,8,691,50440.00,
522257,RAJOO ENGIN.,X ,Q,24.00,25.65,23.30,23.45,23.45,24.00,463,484585,11650163.00,
522261,DOLPHIN OFF.,B ,Q,41.10,41.90,41.05,41.20,41.10,42.55,91,8406,350001.00,
522263,JMC PROJECTS,B ,Q,132.75,141.00,131.50,138.15,138.60,133.80,632,29962,4161074.00,
522267,VEEJAY LAKSH,X ,Q,34.00,35.05,34.00,35.00,35.00,35.50,6,1500,51520.00,
522275,GET&D       ,A ,Q,259.80,265.50,255.00,258.85,258.00,260.35,184,2757,716640.00,
522281,RAM RAT.WIRE,X ,Q,100.00,101.00,100.00,100.25,100.00,101.85,17,392,39312.00,
522285,JAY NECO IND,T ,Q,4.74,4.93,4.74,4.88,4.88,4.91,11,6600,31645.00,
522287,KALPA.POWER ,A ,Q,506.75,522.00,499.50,518.05,522.00,505.70,302,3870,1981966.00,
522292,CHANDNI TE  ,X ,Q,32.55,35.80,32.55,35.80,35.80,34.25,3,35,1165.00,
522294,T & I GLOBAL,X ,Q,78.00,78.95,72.90,77.00,77.10,74.70,17,780,58633.00,
522295,CONTROL PRNT,B ,Q,250.55,255.00,248.00,254.85,254.85,257.95,232,1429,360984.00,
522650,BEMCO HYDRAU,X ,Q,135.00,135.00,129.20,129.20,129.20,135.95,14,365,47789.00,
523007,ANSAL BUILD.,X ,Q,41.40,41.40,38.55,38.95,38.95,41.40,22,455,17679.00,
523011,WEIZMANN LTD,B ,Q,34.65,35.00,34.00,34.25,34.00,35.00,10,922,31862.00,
523019,B.N.RATHI SE,X ,Q,22.40,22.40,20.00,20.00,20.00,21.50,3,1038,20851.00,
523021,RISHITECH   ,X ,Q,33.45,33.45,32.00,32.15,32.00,34.45,22,1320,42927.00,
523023,SINCLAIR HOT,X ,Q,340.00,342.95,334.00,340.45,339.90,336.90,118,5944,2015602.00,
523025,SAFARI IND. ,B ,Q,658.00,670.00,635.00,650.80,655.00,659.15,380,4009,2600660.00,
523054,BIN.TEX.PR(P,XT,Q,558.60,558.60,558.60,558.60,558.60,532.00,4,20,11172.00,
523100,COSMO FERR. ,X ,Q,13.86,13.86,13.86,13.86,13.86,13.20,1,25,346.00,
523116,SANCO TRANS ,X ,Q,203.00,203.00,191.00,191.00,191.00,200.95,7,100,19169.00,
523120,ADOR MULTI. ,X ,Q,44.00,44.00,41.80,41.80,41.80,44.00,3,20,847.00,
523144,MEDI CAPS   ,X ,Q,15.10,15.90,15.10,15.60,15.65,16.40,25,5658,88652.00,
523160,MORGAN CRU  ,X ,Q,1305.00,1363.95,1305.00,1326.05,1326.05,1328.35,42,682,904451.00,
523204,ABAN OFFSHO ,T ,Q,49.50,51.15,48.50,48.65,48.65,50.70,231,13090,642007.00,
523207,KOKUYOCMLN  ,B ,Q,86.75,86.75,83.30,84.50,84.10,86.65,70,2100,177326.00,
523218,KILBURN OFFI,XT,Q,3.94,3.94,3.94,3.94,3.94,4.14,1,1,3.00,
523229,BHARAT SEATS,X ,Q,76.50,78.55,75.00,75.65,75.65,77.75,146,12850,976495.00,
523232,CONT.PETRO  ,XT,Q,26.05,26.05,26.05,26.05,26.05,27.40,8,313,8153.00,
523248,MACHINO PLAS,X ,Q,115.00,115.50,115.00,115.00,115.00,117.10,10,676,78000.00,
523261,VENKEY'S (I),A ,Q,1951.70,1985.65,1835.05,1947.15,1947.15,1925.20,3219,46139,87599332.00,
523269,ADVANI HOTEL,B ,Q,64.80,64.80,63.75,63.75,63.75,63.15,5,130,8411.00,
523277,G.V.FILMS   ,X ,Q,0.48,0.48,0.42,0.44,0.44,0.43,29,38004,16382.00,
523283,SUPER HOUSE ,B ,Q,106.25,113.00,106.25,111.25,112.00,108.25,22,544,59714.00,
523289,RAMA VISION ,X ,Q,4.90,4.90,4.90,4.90,4.90,4.67,6,925,4532.00,
523301,TCPL PACK   ,B ,Q,380.00,390.95,371.20,371.25,371.25,391.80,9,36,13606.00,
523319,BALMER LAWRI,B ,Q,194.90,196.50,193.50,194.20,193.75,195.45,209,5653,1100691.00,
523323,KOVAI MEDI. ,X ,Q,799.00,799.00,780.00,780.00,780.00,783.40,16,255,200767.00,
523329,ELDECO HOUS.,X ,Q,1835.00,2023.00,1827.00,1983.05,1983.05,1930.20,63,869,1712539.00,
523367,DCMSHRIRAM  ,A ,Q,569.00,569.00,521.15,529.75,529.75,553.75,489,8300,4464849.00,
523369,DCM SHR.IND ,X ,Q,190.05,194.00,190.05,191.40,191.25,194.85,56,1273,244599.00,
523371,MAWANA SUGAR,B ,Q,53.75,53.75,50.70,50.85,50.85,50.60,69,10703,551956.00,
523384,MAH.RAS.APEX,T ,Q,93.40,96.00,93.40,96.00,96.00,97.75,2,10,947.00,
523385,NILKAMAL L  ,A ,Q,1240.00,1293.00,1235.00,1268.35,1268.35,1222.35,749,6976,8853147.00,
523391,NAHAR POLY  ,B ,Q,39.90,39.90,37.50,37.75,38.00,37.15,28,5391,205659.00,
523395,3M INDIA LTD,A ,Q,22901.30,22920.95,22350.00,22853.85,22800.00,22632.85,56,267,6085282.00,
523398,JCHAC       ,B ,Q,1884.00,1884.00,1811.05,1826.85,1848.95,1837.35,19,21,38668.00,
523405,JM FINANCIAL,A ,Q,93.55,94.50,93.50,94.05,94.05,95.10,280,21774,2047598.00,
523411,ADCINDIA    ,X ,Q,216.50,219.75,215.00,215.10,215.00,217.05,21,1401,302508.00,
523445,REL INDL INF,B ,Q,325.50,337.95,325.50,333.00,333.00,331.05,1285,40792,13513735.00,
523449,SHARP INDIA ,XT,Q,23.80,26.00,23.80,25.95,26.00,25.05,7,1858,48035.00,
523457,LINDEINDIA  ,A ,Q,558.00,569.30,556.85,561.35,561.80,564.05,152,1697,953498.00,
523465,IND.BANK HSG,B ,Q,33.00,34.20,29.30,32.50,32.50,33.60,18,2598,86133.00,
523467,JAIMATA GLAS,Z ,Q,0.29,0.29,0.28,0.29,0.29,0.29,17,8261,2377.00,
523475,LOTUS CHOC  ,X ,Q,19.00,20.85,17.55,20.50,20.50,18.55,7,336,6696.00,
523483,PACIFIC IND.,X ,Q,120.10,120.10,120.10,120.10,120.10,123.35,1,10,1201.00,
523489,CMM HOSPITAL,X ,Q,10.00,10.00,10.00,10.00,10.00,10.21,1,1000,10000.00,
523519,UNI OFF AUTO,XT,Q,1.49,1.49,1.49,1.49,1.49,1.55,1,10,14.00,
523523,RAINBOW PAP.,T ,Q,0.80,0.80,0.80,0.80,0.80,0.83,12,8330,6664.00,
523537,APM INDUS.  ,X ,Q,42.00,42.00,40.15,41.50,41.50,40.15,11,1124,45340.00,
523539,PRECISION WR,B ,Q,205.00,207.00,201.10,201.50,201.50,204.50,13,1096,224371.00,
523550,KRYPTON IND ,X ,Q,16.40,16.50,15.15,15.95,15.95,16.45,46,13475,217906.00,
523558,NETWORK LTD.,XT,Q,1.76,1.76,1.76,1.76,1.76,1.85,1,3,5.00,
523574,FEL         ,B ,Q,35.00,35.80,34.75,35.00,35.00,35.00,237,62655,2196276.00,
523586,IND.TONERS  ,X ,Q,146.00,149.00,136.05,138.30,136.05,143.35,82,2502,354326.00,
523598,SHIPP.CORPN ,A ,Q,32.40,33.15,32.40,32.65,32.65,32.75,649,107049,3496984.00,
523606,SIKA INTER. ,X ,Q,179.95,180.00,172.00,178.95,176.05,175.75,54,3321,588653.00,
523610,ITI LTD.    ,A ,Q,93.65,97.70,92.40,96.60,96.60,93.85,2064,217384,20852660.00,
523618,DREDGING COR,B ,Q,404.65,408.05,401.30,405.25,405.25,403.60,776,20865,8450396.00,
523620,PHARMASIA   ,XT,Q,18.70,18.70,18.70,18.70,18.70,17.85,1,50,935.00,
523630,NATIONAL FER,B ,Q,39.90,40.50,39.50,40.05,40.05,39.05,522,85673,3429889.00,
523638,IP RINGS LTD,X ,Q,93.25,102.35,93.25,102.30,102.30,100.00,8,206,20162.00,
523642,PI INDUS.LTD,A ,Q,1149.20,1149.20,1100.05,1138.85,1131.65,1143.40,680,34948,39791668.00,
523648,PLASTIBLEND ,B ,Q,194.00,197.00,194.00,197.00,197.00,190.10,10,41,8026.00,
523660,WATERBASE   ,X ,Q,136.00,137.75,135.00,135.85,135.85,135.90,336,19163,2605342.00,
523672,FLEX FOODS  ,X ,Q,65.00,69.40,63.00,63.80,63.60,67.15,73,4271,277025.00,
523676,GOLKUNDA DIA,X ,Q,10.50,10.50,10.50,10.50,10.50,10.00,1,100,1050.00,
523694,APCOTEX IND ,B ,Q,525.00,547.00,525.00,537.20,541.00,539.75,71,2468,1332975.00,
523696,FORTIS MLR  ,X ,Q,52.00,52.90,52.00,52.25,52.25,52.00,12,3984,207339.00,
523704,MASTEK LTD  ,B ,Q,471.00,479.00,469.00,472.90,472.95,476.00,124,1585,747154.00,
523708,EIMCO ELECON,B ,Q,388.00,400.00,388.00,400.00,400.00,390.00,21,650,256936.00,
523710,SAYAJI HOTEL,XT,Q,259.95,259.95,245.00,245.00,245.00,250.00,2,26,6743.00,
523716,ASHIANA HOU ,B ,Q,119.00,122.95,113.00,119.55,118.10,120.70,42,914,110567.00,
523722,SVAM SOFTWAR,X ,Q,0.40,0.40,0.40,0.40,0.40,0.39,1,100,40.00,
523736,DVL         ,B ,Q,91.00,93.40,91.00,92.95,91.90,92.90,29,1427,132050.00,
523754,MAHEPC      ,X ,Q,113.65,116.95,113.65,115.55,115.80,115.25,78,5683,657270.00,
523756,SREIINFRA   ,A ,Q,24.65,25.35,24.25,24.50,24.50,24.85,122,28981,715928.00,
523768,GUJ.BOROSIL ,X ,Q,88.00,89.00,84.00,86.35,86.00,88.40,187,19174,1650586.00,
523782,MITSHI      ,X ,Q,42.70,42.70,40.50,40.50,40.50,40.85,4,116,4907.00,
523792,MAZDA LTD   ,B ,Q,426.10,430.00,420.25,429.80,429.30,420.60,83,1289,542873.00,
523796,VICEROY HOTE,T ,Q,3.04,3.04,2.76,2.76,2.76,2.90,5,453,1252.00,
523828,MENON BEAR. ,B ,Q,76.50,77.30,75.05,77.20,77.20,77.55,18,2085,160023.00,
523836,GUJ.RAFFIA  ,T ,Q,13.23,13.23,13.23,13.23,13.23,12.60,1,50,661.00,
523838,SIMPLX INFRA,B ,Q,152.00,152.00,147.00,150.15,149.05,154.90,21,155,23385.00,
523840,INN.TECH.PAC,X ,Q,24.50,24.50,23.20,24.40,24.40,23.85,15,1289,30055.00,
523842,SUPER TANNER,X ,Q,2.65,2.84,2.65,2.70,2.70,2.71,9,10230,27712.00,
523844,INVICTA MED ,XT,Q,3.90,3.90,3.90,3.90,3.90,3.90,1,1000,3900.00,
523850,AXTEL INDUS.,X ,Q,120.20,125.95,117.25,118.40,119.00,122.80,55,6055,727151.00,
523874,PRECI CONTNR,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,400,76.00,
524000,MAGMA FIN   ,A ,Q,130.50,132.55,128.70,130.50,129.55,129.65,204,8698,1141569.00,
524013,HIND.FLUROCA,T ,Q,14.90,14.90,14.09,14.10,14.10,14.83,10,3637,52497.00,
524019,KINGFA      ,B ,Q,735.00,735.00,701.30,707.60,714.90,737.65,36,304,218061.00,
524037,RAMA PHOSPH ,X ,Q,78.40,80.15,77.00,77.10,77.00,78.75,13,1700,132829.00,
524051,POLYPLEX    ,B ,Q,566.65,583.00,565.00,577.10,577.10,573.00,209,3191,1829816.00,
524075,ALBERT DAVID,B ,Q,431.00,444.00,425.20,429.85,429.85,437.30,71,1556,670001.00,
524084,MONSANTO (I),A ,Q,2435.20,2459.85,2417.00,2430.80,2425.00,2431.55,61,270,657882.00,
524091,ACRYCIL LTD.,X ,Q,115.00,118.00,111.00,112.95,113.00,113.90,65,7382,838789.00,
524109,KABRA EXTR  ,B ,Q,84.00,84.00,81.05,81.65,81.55,82.50,52,1361,112531.00,
524129,VINYL CHEM  ,B ,Q,73.50,75.80,73.00,74.40,74.55,73.70,54,3827,286193.00,
524136,PEE CEE COSM,X ,Q,100.00,109.40,100.00,109.40,109.40,105.10,37,375,38343.00,
524164,IOL CHEM PH ,B ,Q,213.95,216.50,209.30,213.55,213.55,213.90,1454,91706,19408015.00,
524174,KESAR PETRO ,X ,Q,8.15,8.45,8.05,8.31,8.35,8.42,180,85867,710282.00,
524200,VINATI ORG. ,A ,Q,2180.00,2192.55,2140.00,2150.45,2150.45,2165.80,561,5472,11862249.00,
524202,LACTOSE(I)  ,XT,Q,31.00,31.50,30.40,30.40,30.40,32.00,17,1550,47235.00,
524208,AARTI INDUST,A ,Q,1861.05,1883.55,1853.10,1867.70,1865.00,1870.60,421,4906,9184785.00,
524212,WANBURY LTD ,T ,Q,21.65,21.65,19.85,20.15,20.00,20.80,10,1589,32276.00,
524218,RESONANCE   ,X ,Q,30.95,31.00,28.50,29.65,30.00,30.00,41,4328,126753.00,
524226,GUJ AMB EXP ,B ,Q,199.25,202.20,198.20,200.85,202.20,202.85,122,5713,1141324.00,
524230,RASHTR.CHEM.,A ,Q,63.90,63.90,62.40,63.35,63.35,63.60,829,133541,8430043.00,
524280,KOPRAN LTD. ,B ,Q,39.20,39.60,38.85,39.05,39.05,39.25,63,3609,141658.00,
524288,AIMCO PESTI.,X ,Q,121.00,129.40,120.30,121.60,120.80,124.50,103,3658,443160.00,
524314,GUJ.TERC LAB,XT,Q,6.71,6.71,6.71,6.71,6.71,7.01,1,100,671.00,
524324,SEYAIND     ,B ,Q,460.10,473.00,454.00,465.30,461.00,472.80,195,9906,4604312.00,
524330,JAYANT AGRO ,B ,Q,201.95,202.00,198.10,200.00,199.00,201.10,31,1687,337411.00,
524332,BCLIL       ,X ,Q,90.00,91.75,88.60,89.50,89.50,89.90,119,9306,832415.00,
524336,SH.HARI CHEM,X ,Q,22.85,25.10,22.85,22.90,22.90,24.05,11,1676,38723.00,
524342,INDOBORAXC  ,X ,Q,390.00,405.00,390.00,401.40,403.00,400.00,48,1303,518720.00,
524348,AARTI DRUGS ,B ,Q,567.00,572.00,560.00,561.20,560.00,570.30,166,959,543420.00,
524370,BODAL CHEM  ,B ,Q,117.20,117.20,113.10,113.90,114.10,115.45,151,8635,984646.00,
524372,ORCHIDPHAR  ,Z ,Q,4.45,4.90,4.45,4.90,4.90,4.67,44,30189,147230.00,
524394,VIMTA LABS  ,B ,Q,193.00,193.00,192.00,192.00,192.00,192.05,5,26,4994.00,
524400,ISHITA DRUGS,X ,Q,17.00,17.00,17.00,17.00,17.00,17.70,1,50,850.00,
524404,MARKSANS    ,B ,Q,22.80,22.95,22.20,22.30,22.30,22.80,1165,137598,3086398.00,
524408,UNIV.STARCH ,XT,Q,35.00,35.00,35.00,35.00,35.00,35.00,3,300,10500.00,
524412,AAREY DRUGS ,X ,Q,24.50,25.00,24.05,24.25,24.05,24.40,20,1298,31638.00,
524414,NORRIS MEDI.,XT,Q,6.02,6.02,6.02,6.02,6.02,6.33,5,300,1806.00,
524440,CAMEX LTD   ,X ,Q,28.40,28.40,28.20,28.35,28.35,29.00,6,391,11074.00,
524444,KAVITIND    ,X ,Q,42.10,48.95,42.10,47.00,47.00,48.25,191,54470,2584393.00,
524470,SYNCOM FORM.,X ,Q,1.14,1.17,1.13,1.13,1.13,1.14,343,768379,881401.00,
524480,RIDHI SIDHI ,XT,Q,285.10,308.75,285.10,300.20,305.00,300.00,12,117,34615.00,
524488,SVCIND      ,XT,Q,0.90,0.90,0.90,0.90,0.90,0.86,6,2450,2205.00,
524494,IPCA LAB LTD,A ,Q,939.60,948.35,918.00,927.65,928.40,937.50,624,4995,4663908.00,
524500,KILITCH DRUG,B ,Q,175.00,175.00,169.00,171.35,172.00,172.45,76,1398,241540.00,
524506,CORAL LAB.  ,X ,Q,270.15,278.05,270.00,275.00,275.00,275.45,34,1430,392084.00,
524518,KREBS BIOCHM,B ,Q,90.00,90.00,86.00,90.00,90.00,90.00,7,338,30397.00,
524520,KMC SHIL    ,X ,Q,13.94,14.60,13.50,14.23,14.28,13.94,75,18350,254025.00,
524522,LAFFANS PETR,X ,Q,18.45,19.40,18.45,18.45,18.45,19.40,11,1761,32491.00,
524534,BHASKAR AGRO,XT,Q,17.50,17.50,17.50,17.50,17.50,17.50,2,300,5250.00,
524542,SUKJIT STRCH,X ,Q,243.00,244.50,242.00,242.05,242.00,243.00,50,4383,1063814.00,
524558,NEULAND LAB.,B ,Q,593.10,615.00,593.10,603.50,602.00,596.05,54,535,322730.00,
524564,GAYATRI BIO ,XT,Q,1.55,1.55,1.55,1.55,1.55,1.60,2,399,618.00,
524570,PODDAR PIGM.,B ,Q,185.00,185.00,175.00,180.00,180.00,181.00,28,1052,186971.00,
524572,PHARMAIDS PH,Z ,Q,5.00,5.00,5.00,5.00,5.00,4.94,5,1000,5000.00,
524576,VIVID IND   ,X ,Q,35.75,35.75,29.15,31.30,31.30,34.95,63,10522,331722.00,
524580,PRIYA LTD.  ,X ,Q,28.00,28.00,28.00,28.00,28.00,28.20,1,30,840.00,
524582,TIRUPATI STA,XT,Q,35.90,36.95,35.90,36.95,36.95,35.20,11,2100,77240.00,
524594,ASHOK-ALCO  ,X ,Q,46.00,48.00,44.65,45.10,45.90,46.00,45,6875,314053.00,
524598,AKSHARCHEM I,B ,Q,321.05,330.45,310.15,311.65,316.80,330.25,27,333,106537.00,
524610,RATHI GRAPH.,X ,Q,2.87,2.87,2.87,2.87,2.87,3.02,1,10,28.00,
524632,SHUKRAPHAR  ,XT,Q,58.80,58.80,58.80,58.80,58.80,60.00,3,90,5292.00,
524634,ALU FLUORIDE,X ,Q,102.00,102.00,99.00,99.30,99.90,101.90,125,5766,579148.00,
524640,ARCHITORG   ,X ,Q,11.13,11.68,11.00,11.60,11.60,11.13,21,5116,59015.00,
524648,INDO AMINES ,X ,Q,87.40,88.90,84.65,85.05,84.70,87.40,64,4854,415768.00,
524652,IND.SWIFT LT,T ,Q,5.55,5.55,5.55,5.55,5.55,5.60,1,2,11.00,
524663,BH.IMMUN&BIO,B ,Q,9.00,9.19,8.62,9.00,9.00,8.97,45,9648,86612.00,
524667,SOTL        ,B ,Q,1335.00,1339.05,1315.00,1318.35,1315.00,1339.85,150,774,1027744.00,
524669,HESTER BISC ,B ,Q,1725.00,1910.00,1725.00,1824.10,1824.10,1718.00,519,3330,6112409.00,
524675,KABSONS INDU,XT,Q,2.95,2.95,2.76,2.95,2.95,2.90,4,1250,3663.00,
524687,BASANT AGRO ,X ,Q,4.00,4.09,3.77,3.91,3.93,3.98,33,19797,78080.00,
524689,PARENT.DRUGS,B ,Q,6.80,6.80,6.11,6.14,6.11,6.29,4,250,1568.00,
524699,KILBURN CHEM,XT,Q,31.70,32.15,31.70,31.95,31.90,33.35,8,1148,36645.00,
524703,SANDU PHARMA,X ,Q,26.00,26.00,21.25,22.00,22.00,21.90,44,3568,78038.00,
524709,NACLIND     ,B ,Q,28.85,30.00,28.85,29.85,29.80,28.85,16,2938,86701.00,
524711,VISTA PHARMA,XT,Q,15.00,15.90,14.45,14.45,14.45,15.20,53,22009,323204.00,
524715,SUN PHARMA. ,A ,Q,410.50,418.00,407.50,416.60,416.60,409.50,3110,263535,109271148.00,
524717,TITAN BIOTEC,X ,Q,40.60,42.80,40.60,40.60,40.60,42.70,11,2550,105746.00,
524731,JENBURKT PH.,X ,Q,537.00,538.00,521.00,522.15,528.80,521.85,48,1587,838790.00,
524735,HIKAL LTD.  ,B ,Q,170.80,172.50,168.20,170.75,169.75,170.20,546,21711,3692632.00,
524742,CAPLIN POINT,B ,Q,404.00,440.65,403.05,430.35,430.35,404.65,634,12452,5353189.00,
524748,LINK PHARMA ,X ,Q,18.55,19.90,17.35,18.40,18.50,18.50,14,1812,33002.00,
524758,WINTAC LTD  ,X ,Q,195.15,195.15,195.15,195.15,195.15,198.95,2,50,9757.00,
524764,NUTRA       ,X ,Q,15.85,15.85,15.00,15.50,15.50,15.70,32,1314,20004.00,
524774,NGL FINE CHM,X ,Q,549.95,575.00,540.05,556.95,553.50,536.70,259,6951,3883428.00,
524790,EVEREST ORG.,X ,Q,160.00,184.00,143.30,174.00,174.10,160.55,76,2053,359782.00,
524804,AUROB.PHARMA,A ,Q,662.00,662.00,640.15,657.25,657.25,672.75,5400,280720,182358372.00,
524808,PHYTOCHEM I.,X ,Q,27.50,28.90,27.20,28.05,28.90,29.00,6,200,5552.00,
524816,NATCO PHARM ,A ,Q,531.50,535.65,522.00,532.95,532.95,528.85,314,5325,2833148.00,
524818,DYNAMIC IND.,X ,Q,81.60,82.95,73.25,78.00,78.00,81.00,22,1861,149423.00,
524820,PANAMA PETRO,B ,Q,111.25,111.25,108.05,108.05,108.05,112.40,10,409,45120.00,
524824,BAL PHARMA  ,B ,Q,68.45,69.00,65.60,67.35,67.35,68.50,27,1837,124777.00,
524828,BDH INDUS.  ,XT,Q,71.00,71.00,69.75,69.75,69.75,71.05,30,4192,292521.00,
526001,JAUS POLYMER,X ,Q,14.65,14.65,14.65,14.65,14.65,15.40,2,100,1465.00,
526009,PROCAL ELECT,XT,Q,0.51,0.51,0.51,0.51,0.51,0.53,1,100,51.00,
526027,CUBEX TUBING,B ,Q,12.00,13.64,12.00,12.47,13.63,12.56,7,530,6467.00,
526043,POLYMECH.MCH,X ,Q,34.00,34.50,34.00,34.50,34.50,34.00,4,2001,68484.00,
526073,GALAXY BEAR.,XT,Q,189.50,189.50,174.00,182.50,182.00,182.00,33,147,26520.00,
526093,SATVAH.ISPAT,B ,Q,8.00,8.01,8.00,8.00,8.00,8.20,9,7473,59802.00,
526113,UNIROYAL MAR,XT,Q,8.58,8.58,7.78,7.78,7.78,8.18,2,330,2695.00,
526117,SHERVANI IND,X ,Q,657.00,680.00,650.00,659.95,664.90,646.50,43,170,112141.00,
526133,SUPERTEX IND,X ,Q,3.57,3.57,3.57,3.57,3.57,3.57,1,500,1785.00,
526137,SHETRON LTD ,X ,Q,27.65,27.65,24.60,26.45,26.45,28.20,21,3926,102495.00,
526139,TRANSGENE BI,XT,Q,4.05,4.05,3.85,4.00,4.00,4.02,14,2399,9567.00,
526143,MPL         ,XT,Q,5.82,5.82,5.33,5.82,5.82,5.55,4,1850,10718.00,
526159,NIKHIL ADHSV,X ,Q,155.05,155.05,155.05,155.05,155.05,147.70,3,65,10078.00,
526161,SPENTA INT. ,X ,Q,75.00,75.00,71.45,74.95,74.95,74.50,9,303,22710.00,
526169,MULTIBASE I ,X ,Q,286.00,295.00,268.00,280.25,280.25,297.85,732,56389,15895886.00,
526173,ANDREW YULE ,B ,Q,18.10,18.45,17.90,18.00,18.00,18.20,134,30529,552647.00,
526179,LUDOLOW JUTE,X ,Q,62.05,63.30,60.70,60.75,60.75,61.15,12,1908,117415.00,
526217,HITECHCORP  ,B ,Q,90.00,90.00,87.10,90.00,90.00,90.15,8,326,29072.00,
526225,BLOOM DEKOR ,X ,Q,16.00,16.20,15.45,16.20,16.20,16.23,4,502,7812.00,
526227,FILATEX INDI,B ,Q,43.45,43.55,42.00,42.25,42.00,43.25,369,59042,2521493.00,
526231,STD.SURFACT.,XT,Q,15.05,15.30,15.05,15.30,15.30,15.50,2,200,3035.00,
526235,MERCATOR    ,B ,Q,2.50,2.50,2.40,2.40,2.40,2.52,50,48855,117262.00,
526241,AMRAPALI IND,X ,Q,4.37,4.40,4.37,4.40,4.40,4.57,4,626,2752.00,
526247,PREMIER EXPL,B ,Q,214.85,236.00,214.85,227.35,226.00,210.80,770,32429,7484852.00,
526263,MOLD-TEK TEC,B ,Q,58.00,58.00,55.45,56.55,57.00,56.00,35,2781,158551.00,
526269,CRESTCHEM LT,XT,Q,15.50,15.50,15.50,15.50,15.50,15.60,4,400,6200.00,
526299,MPHASIS LTD ,A ,Q,994.45,999.05,980.00,986.80,986.80,994.45,615,4809,4736977.00,
526301,MEDINOVA DIA,XT,Q,15.27,15.27,15.27,15.27,15.27,14.55,1,100,1527.00,
526315,DIVYA.GRANIT,X ,Q,86.70,86.70,80.00,80.00,80.00,80.00,4,52,4173.00,
526325,ORIENT PRESS,B ,Q,158.00,159.00,147.00,156.45,155.00,176.60,51,824,127172.00,
526355,DURO PACK   ,XT,Q,14.25,14.70,14.25,14.30,14.30,15.00,3,200,2877.00,
526365,SWARNASA    ,XT,Q,10.00,10.00,9.41,10.00,10.00,9.56,15,3954,39472.00,
526367,GANESH HSG. ,B ,Q,56.50,57.50,56.10,56.80,56.10,57.60,46,3053,173540.00,
526371,NMDC LTD    ,A ,Q,100.50,103.95,100.50,103.60,103.60,101.40,1870,634771,65626726.00,
526373,CINDRELLA HT,X ,Q,22.10,22.10,22.10,22.10,22.10,21.05,1,10,221.00,
526381,PAT INT LOG ,B ,Q,41.85,42.10,40.70,41.15,41.45,41.50,43,2397,98795.00,
526397,ALPHAGEO (I),B ,Q,478.00,484.95,474.00,478.30,478.50,476.95,39,183,87961.00,
526407,RIT PRO IND ,X ,Q,17.75,18.45,17.75,17.85,17.75,18.01,6,394,7038.00,
526409,KKALPANAIND ,X ,Q,23.30,23.30,20.55,20.70,20.70,21.90,18,602,12506.00,
526415,OK PLAY (I) ,XT,Q,35.00,37.50,34.80,34.80,34.80,36.60,54,14666,516877.00,
526423,KRITI INDUS.,X ,Q,22.50,22.95,21.00,21.15,21.65,21.90,53,13306,290511.00,
526433,ASM TECHNOLO,X ,Q,109.75,111.85,106.00,107.35,106.25,110.25,20,753,81045.00,
526435,PERFECTPAC  ,X ,Q,167.90,168.00,155.60,155.60,155.60,160.00,4,105,17573.00,
526441,VISIONCINE  ,XT,Q,0.90,0.90,0.86,0.86,0.86,0.90,7,6500,5630.00,
526471,WINSOME BREW,XT,Q,4.10,4.45,4.05,4.05,4.05,4.24,7,168,691.00,
526479,SKY INDUST. ,X ,Q,37.00,37.00,33.00,34.20,34.20,38.95,18,2148,73036.00,
526481,PHOENIX INT.,XT,Q,15.75,15.75,15.05,15.06,15.05,15.00,5,304,4578.00,
526492,RISHIROOP   ,X ,Q,59.00,59.95,56.85,57.10,57.10,56.85,32,1603,93224.00,
526504,DOLPHIN MEDI,XT,Q,1.10,1.10,1.10,1.10,1.10,1.15,1,20,22.00,
526506,SYSTAMATIX C,X ,Q,40.10,40.50,37.35,39.90,39.90,39.30,26,10153,406666.00,
526519,ALPINE HSG. ,X ,Q,14.57,14.57,13.86,13.86,13.86,13.86,7,269,3731.00,
